LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
3530,PAGO PAGO,AS,96799,451140,Corporation,Unanswered,Unanswered,Unanswered,,4,06/30/2020,"ANZ Guam, Inc",AS - 00
3500,PAGO PAGO,AS,96799,561510,Partnership,Asian,Female Owned,Non-Veteran,,4,06/29/2020,Territorial Bank of American Samoa,AS - 00
3125,PAGO PAGO,AS,96799,445110,Corporation,Asian,Male Owned,Unanswered,,2,05/29/2020,Territorial Bank of American Samoa,AS - 00
3078,PAGO PAGO,AS,96799,315210,Corporation,Asian,Male Owned,Non-Veteran,,4,05/13/2020,Territorial Bank of American Samoa,AS - 00
3017,PAGO PAGO,AS,96799,624410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,6,06/23/2020,"ANZ Guam, Inc",AS - 00
2917,PAGO PAGO,AS,96799,541219,Corporation,Unanswered,Unanswered,Unanswered,,2,04/30/2020,"ANZ Guam, Inc",AS - 00
2602.5,PAGO PAGO,AS,96799,812320,Sole Proprietorship,Asian,Female Owned,Unanswered,,1,06/11/2020,Territorial Bank of American Samoa,AS - 00
2590,PAGO PAGO,AS,96799,532111,Corporation,Asian,Female Owned,Non-Veteran,,1,05/15/2020,Territorial Bank of American Samoa,AS - 00
2540,PAGO PAGO,AS,96799,485310,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,4,06/05/2020,Territorial Bank of American Samoa,AS - 00
2500,PAGO PAGO,AS,96799,812320,Corporation,Asian,Male Owned,Non-Veteran,,1,06/22/2020,Territorial Bank of American Samoa,AS - 00
2500,PAGO PAGO,AS,96799,444110,Corporation,Unanswered,Unanswered,Unanswered,,1,05/08/2020,"ANZ Guam, Inc",AS - 00
2485,PAGO PAGO,AS,96799,713940,Corporation,Unanswered,Unanswered,Unanswered,,5,06/30/2020,"ANZ Guam, Inc",AS - 00
2207.5,PAGO PAGO,AS,96799,722513,Partnership,Asian,Female Owned,Non-Veteran,,6,05/19/2020,Territorial Bank of American Samoa,AS - 00
2000,PAGO PAGO,AS,96799,445110,Corporation,Asian,Male Owned,Non-Veteran,,1,06/22/2020,Territorial Bank of American Samoa,AS - 00
1665,PAGO PAGO,AS,96799,485310,Sole Proprietorship,Asian,Male Owned,Non-Veteran,,2,06/24/2020,Territorial Bank of American Samoa,AS - 00
1642,PAGO PAGO,AS,96799,448190,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,06/23/2020,"ANZ Guam, Inc",AS - 00
1625,PAGO PAGO,AS,96799,452319,Corporation,Unanswered,Male Owned,Unanswered,,3,05/29/2020,Territorial Bank of American Samoa,AS - 00
1432,PAGO PAGO,AS,96799,327991,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,5,06/30/2020,"ANZ Guam, Inc",AS - 00
1134.94,PAGO PAGO,AS,96799,451130,Cooperative,Asian,Female Owned,Non-Veteran,,1,06/22/2020,Territorial Bank of American Samoa,AS - 00
